wss,dist_border_1,dist_border_2,dist_border_3,temperature,rainfall,hhi,n_sub,dist_mag_km,treated_1,cons_po,users_fix,cons_fix,cons_pf,cons_phcut1,cons_phcut5,cons_phcut10,cons_ph,year_start,type_org,loc_org,typeorg1,typeorg2,typeorg3,typeorg4,typeorg5,bill_ph,pobl_urb,pobl_tot,indrural,areaoficialkm2,altura,dismdo,nbi,IPM,TMI,tacued,taseo,talcan,y_corr_usd
455,45.838863,45.838863,152.81256,25.75,178.84834,.14180878,.98741007,136.58656,1,23.356504,149.08333,3429.3333,23.356504,23.356504,23.356504,23.356504,23.356504,9,2,1,0,1,0,0,0,.18343563,515,2910.25,.82301456,104,2320,78.97525,79.646576,84.632378,32.105621,31.334999,21.055,21.055,.61021
466,35.286095,35.286095,203.16393,15.933333,105.132,.16204605,.99712819,166.78154,1,25.129526,811.59998,20393.6,25.129526,25.129526,25.129526,25.129526,25.129526,15,2,0,0,1,0,0,0,.057792656,2934.2666,4731.7334,.37984356,117,2200,133.10327,27.607241,43.408112,11.453696,64.837997,42.326,42.326,.4363693
469,5.3052487,5.3052487,250.57837,16.142857,442.91571,.36450964,1,64.727097,1,19.543156,207.78572,4062.5715,19.543156,19.543156,19.543156,19.543156,19.543156,16,2,1,0,1,0,0,0,.11851955,761.07141,3713.7856,.79503471,172,960,118.34538,47.034107,77.26149,17.917952,21.057858,7.7214284,14.306429,.45200586
475,21.520603,21.520603,479.5278,28.857143,201.25072,.56971723,1,1.1994097,1,31.677065,2828.2856,89606.57,31.677065,31.677065,31.677065,31.677065,31.677065,15,4,1,0,0,0,1,0,.2180627,15013.286,22623.072,.33636427,862,326,60.34631,47.040272,73.713333,21.3939,30.097143,20.16,20.091429,1.1676856
480,102.52447,102.52447,74.646797,19.714285,172.62572,.55541939,.99618292,93.019173,1,17.00449,182.35715,3137.5715,17.00449,17.00449,17.00449,17.00449,17.00449,15,2,1,0,1,0,0,0,.079465479,554.35712,7050.2856,.92137152,342,1850,20.294088,24.104725,71.336143,12.496973,11.618571,11.618571,10.412143,.73839152
481,82.82589,82.82589,127.17359,26.5,306.61438,0,1,81.358955,1,19.802404,345.5625,6845.8125,19.802404,19.802404,19.802404,19.802404,19.802404,16,2,1,0,1,0,0,0,.1583667,973.125,3287.5,.70399678,20,875,72.540337,46.392784,64.679359,15.650847,55.861252,17.237499,15.41625,.50989342
486,70.774345,70.774345,174.04428,21,365.492,.61880529,1,103.54307,1,19.606977,1178.5333,23108.533,19.606977,19.606977,19.606977,19.606977,19.606977,12,2,1,0,1,0,0,0,.2223656,1857,10327.6,.82019049,296,1610,120.13747,35.089676,64.62661,17.113823,22.83,23.802,22.83,.90140212
491,65.247108,65.247108,124.47668,13.75,143.49374,.4074561,.99836671,130.20071,1,13.176842,632.5625,8317.1875,13.176842,13.176842,13.176842,13.176842,13.176842,16,2,1,0,1,0,0,0,.053544387,2579.625,5761.375,.55221778,416,2500,59.246773,46.146358,65.536263,18.824556,28.3925,39.02,39.02,.68598372
497,83.44149,83.44149,126.4892,19.75,203.8175,.46088657,1,98.49633,1,23.084606,1512.0625,34883.625,23.084606,23.084606,23.084606,23.084606,23.084606,19,3,1,0,0,1,0,0,.1541657,3569.5,11865.875,.69918066,238,1491,57.97422,40.20874,63.187691,17.491871,81.1175,40.915001,40.6325,1.0011129
499,78.727676,78.727676,74.668442,22.0625,141.51866,.49445137,.95918882,72.647873,1,22.28956,2848.8125,63528.813,22.28956,22.28956,22.28956,22.28956,22.28956,5,4,1,0,0,0,1,0,.53136653,157408.5,176157.13,.10646106,681,777,21.282152,15.370611,45.849178,9.368968,68.559998,64.199997,65.894997,15.827149
511,32.923958,32.923958,190.58432,15.266666,128.26534,0,1,160.15646,1,16.713057,296,4946.0669,16.713057,16.713057,16.713057,16.713057,16.713057,16,2,0,0,1,0,0,0,.042140175,532.93335,2380.4666,.77610606,162,2619,121.76112,60.399399,70.68576,20.21826,75.717331,28.098667,28.098667,.54612535
513,45.64888,45.64888,353.92966,17.6875,247.93625,.76414585,.68740475,83.127869,1,25.569403,93380.625,2386524.5,25.569403,25.569403,25.569403,25.569403,25.569403,18,4,1,0,0,0,1,0,.40882772,367407.25,394805,.069395944,477,2216,43.77179,10.031095,29.56496,9.1368151,84.566254,83.551247,82.848747,40.863953
514,43.045509,43.045509,356.53262,17.714285,242.46071,.17766778,.16826308,83.423485,1,43.474045,287.28571,12384.571,43.474045,43.474045,43.474045,39.464924,43.474045,3,4,1,0,0,0,1,0,.41075057,45667.145,55463.5,.17666218,480,1920,34.119232,12.499472,42.410931,9.5794077,74.007141,74.007141,74.007141,3.3463674
516,70.437782,70.437782,97.772972,19.666666,165.05786,.65483409,1,68.989037,1,20.143085,2098.1333,42254.066,20.143085,20.143085,20.143085,20.143085,20.143085,9,2,1,0,1,0,0,0,.19437756,5679.3999,8963,.36634433,363,1720,38.552303,18.10927,58.544941,10.486226,67.667999,60.383999,58.993999,.9663344
517,97.673149,97.673149,82.806053,17.799999,163.07001,.7300849,.85716653,132.13638,1,26.018787,3661.8,95247,26.018787,26.018787,26.018787,26.018787,26.018787,18,1,1,1,0,0,0,0,.19733407,11006,16264,.32329804,187,1175,58.308231,22.920111,61.269871,12.339397,39.764999,39.689999,37.845001,.79925209
518,108.88124,108.88124,89.151566,28.5625,78.795998,.60224599,.98427731,146.95728,1,25.161436,14245.563,357966.63,25.161436,25.161436,25.161436,25.161436,25.161436,4,1,1,1,0,0,0,0,.30141121,82930.75,86684.25,.043301746,93,431,43.836971,22.849543,56.690529,11.077981,43.423752,34.056252,41.397499,3.7802067
520,30.484274,30.484274,235.94623,13.384615,88.003075,.72645164,.74052244,140.34058,1,21.581093,43342.152,934801.63,21.581093,21.581093,21.581093,21.581093,21.581093,18,4,1,0,0,0,1,0,.47240657,176849.39,184615.08,.042071115,118,2782,154.06573,12.011646,32.172791,10.34467,95.879997,91.457695,93.343079,26.570587
521,45.233521,45.233521,192.81084,18.5,170.55333,.60603279,.95517945,97.601173,1,31.5758,5546,175144.75,31.5758,31.5758,31.5758,31.5758,31.5758,18,1,1,1,0,0,0,0,.092213035,22875.75,28449.75,.19592783,57,1588,143.70776,18.799133,47.515308,10.016758,76.5,65.652496,65.337502,1.5896382
523,30.948198,30.948198,544.64703,24.266666,165.98199,0,1,120.79552,0,22.688528,4708.3999,106907.66,22.688528,22.688528,22.688528,22.688528,22.688528,4,4,1,0,0,0,1,0,.38866469,243094,303126.19,.1980436,1044,1000,38.541595,12.748904,29.822639,8.7057724,99.764,99.762001,99.764,47.157433
527,92.405602,92.405602,234.43689,22.4,194.03091,.46129519,.79231876,109.96546,0,20.345217,1665.8667,33876.867,20.345217,20.345217,20.345217,20.345217,20.345217,17,2,1,0,1,0,0,0,.36218715,5081,9833.5996,.48333004,222,2300,35.809742,15.264128,46.970451,14.41795,63.933998,38.146,38.147999,1.5514671
533,101.66372,101.66372,258.89224,27.8125,142.40625,.33487013,.82540399,143.12395,0,19.022591,184.6875,3509.5,19.022591,19.022591,19.022591,19.022591,19.022591,5,2,1,0,1,0,0,0,.13564649,268,3205,.91636974,91,430,36.930779,40.628273,67.993019,16.51684,27.764999,24.766251,15.875,.50523454
541,84.239487,151.3502,176.56406,27.071428,614.35999,.35998505,.99781859,150.86153,0,20.575523,1703.5,35042.07,20.575523,20.575523,20.575523,20.575523,20.575523,10,4,1,0,0,0,1,0,.40601352,8477.7139,36951.645,.77058297,1996,85,153.96222,66.80632,88.702682,21.216995,81.727859,81.727859,81.706429,1.4077246
544,89.815063,155.54865,182.0571,27.071428,809.57428,.45755643,.99904197,155.20529,0,24.627729,4237.8569,104328.14,24.627729,24.627729,24.627729,24.627729,24.627729,10,4,1,0,0,0,1,0,.34639281,25833.928,41655.715,.37992764,1578,85,131.79396,61.970913,86.263748,22.074953,79.050003,79.050003,79.050003,1.3313344
546,69.688484,69.688484,246.87334,22.9375,297.92499,.56398571,.63365328,102.17622,0,16.602121,285.875,4748.25,16.602121,16.602121,16.602121,16.602121,16.602121,9,3,0,0,0,1,0,0,.32868162,60553.5,69410.125,.12760617,71,1407,18.335855,9.7528915,28.961969,8.5867949,100,100,100,9.5450735
557,10.680304,10.680304,391.0545,22.375,376.21689,.80772096,.65004718,99.89328,1,25.46381,121549.44,3093904,25.46381,25.46381,25.46381,25.46381,25.46381,17,4,1,0,0,0,1,0,.39305574,393976.88,467478.63,.15723333,702,1411,0,13.365634,33.65509,9.9648504,78.022499,66.527496,64.514999,72.062531
558,14.289606,14.289606,385.9046,18.384615,387.97,.49963498,1,95.574356,1,31.558718,1190.6923,37592.152,31.558718,31.558718,31.558718,31.558718,31.558718,17,4,1,0,0,0,1,0,.38832119,188224.31,196776.23,.043463994,80,1420,10.351912,13.2847,33.540249,11.334666,91.433846,91.761536,90.928459,16.03801
562,37.331203,37.331203,558.3302,28.8125,158.3,.61624372,.90839237,1.6526446,0,28.989891,90120.25,2610047,28.989891,28.989891,28.989891,28.989891,28.989891,54,1,1,1,0,0,0,0,.31155992,320606.88,340273.13,.057796802,1468,442,0,17.700867,34.612598,11.412189,82.055,80.316254,79.642502,37.091011
563,47.047352,47.047352,214.17006,16.444445,97.824448,.45751768,1,168.36533,1,11.458106,283.44446,3167.5557,11.458106,11.458106,11.458106,11.458106,11.458106,12,2,1,0,1,0,0,0,.55723792,431.88889,1136.3334,.61996865,25,2472,146.49895,57.967667,65.357971,21.826502,100,39.845554,39.845554,.44267216
565,82.887009,82.887009,226.55544,22.375,331.38876,.35878566,.89522439,85.915459,0,14.215635,126.375,1798.9375,14.215635,14.215635,14.215635,14.215635,14.215635,17,3,0,0,0,1,0,0,.386161,22625.75,49373,.54175252,208,1301,40.017323,21.728737,46.995338,12.56982,99.922501,35.8325,34.48,4.6911969
566,73.044861,73.044861,240.47139,22.375,297.92499,.50177526,.8830412,96.357811,0,14.194386,198.4375,2818,14.194386,14.194386,14.194386,14.194386,14.194386,17,3,0,0,0,1,0,0,.38558576,31784.625,53162.75,.40213728,79,1351,23.122578,15.433221,36.627491,8.4435234,97.02375,80.747498,54.412498,8.5679293
567,62.11552,62.11552,247.61067,17.4375,297.92499,.55534422,1,93.657959,0,13.122477,155.4375,2043.8125,13.122477,13.122477,13.122477,13.122477,13.122477,17,3,0,0,0,1,0,0,.38540971,17249.25,47054.5,.6334427,153,2150,23.405863,17.725445,41.209789,11.941703,69.6325,30.66625,25.88125,7.3257718
568,66.098442,66.098442,237.80783,18.1875,458.86499,.52452838,.91941249,81.922371,0,12.027029,556.625,6700.6875,12.027029,12.027029,12.027029,12.027029,12.027029,17,3,0,0,0,1,0,0,.38515377,7361.75,17395.875,.57675487,246,1197,35.575138,29.922855,72.100319,14.68131,30.92375,8.9337502,8.9337502,1.9757026
570,37.448254,37.448254,313.20544,13.076923,148.10692,.51766497,.43909237,92.490067,0,34.190132,82.384613,2805.7693,34.190132,34.190132,34.190132,32.394112,34.190132,16,3,0,0,0,1,0,0,.93736589,5107.3848,14557.23,.64917105,346,2710,59.636692,18.523968,36.741928,15.316589,60.869999,23.731539,23.021538,2.23125
590,39.338333,39.338333,208.5274,15.928572,102.03143,.48764327,1,167.69655,1,16.755682,137.42857,2301.8572,16.755682,16.755682,16.755682,16.755682,16.755682,16,2,0,0,1,0,0,0,.17210162,390.71429,2106.5,.81448686,124,2575,140.23758,64.021828,80.562553,17.516922,5.0207143,7.2014284,3.2421429,.49920008
597,48.031563,48.031563,157.8521,23.6875,393.80124,.48911047,.93988395,47.762287,0,24.478327,2684.5625,65708.313,24.478327,24.478327,24.478327,24.478327,24.478327,7,4,1,0,0,0,1,0,.1645795,5751.375,9595.125,.40056983,518,1200,117.90694,46.325962,73.268921,14.349082,63.717499,63.717499,63.717499,.99756867
602,27.431337,27.431337,206.11829,7,91.055557,.36714289,1,230.49533,0,21.362724,2192.2222,46816.777,21.362724,21.362724,21.362724,21.362724,21.362724,19,3,1,0,0,1,0,0,.26737726,12651.333,24903.666,.4920069,1024,345,158.83734,100,70.407471,19.550898,71.353333,71.353333,70.800003,1.3893785
603,50.730255,50.730255,185.01587,18.5,212.02667,.63995808,.98958248,87.878113,1,26.034433,2743.75,71437.75,26.034433,26.034433,26.034433,26.034433,26.034433,18,1,1,1,0,0,0,0,.16944596,10206.25,19102.75,.46571624,452,2133,121.01016,34.04668,61.587479,16.743649,25.59,22.620001,21.122499,1.4445568
609,236.67195,236.67195,572.1817,25.875,448.44315,.54888964,1,288.69879,0,12.885769,6377,82613.938,12.885769,12.885769,12.885769,12.885769,12.885769,17,1,1,1,0,0,0,0,.34277764,43807.75,63627.25,.31153855,13912,100,251.83089,42.404587,69.841019,28.600679,65.472504,70.816254,57.723751,3.4731038
610,98.860023,130.99413,196.88657,22.5625,820.40497,.54536301,1,131.0374,0,24.800291,1192.75,29479.563,24.800291,24.800291,24.800291,24.800291,24.800291,6,4,1,0,0,0,1,0,.17040862,6398.25,21699.5,.70515364,551,1102,118.3785,54.490871,82.266968,24.646086,52.791248,23.36125,23.73625,1.1877704
625,101.66372,101.66372,258.89224,27.75,153.90625,.45779049,.9812001,143.12395,0,27.611164,333.25,9199.875,27.611164,27.611164,27.611164,27.611164,27.611164,6,4,1,0,0,0,1,0,.1730997,268,3205,.91636974,91,430,36.930779,40.628273,67.993019,16.51684,27.764999,24.766251,15.875,.50523454
626,79.677734,79.677734,261.43924,27.75,264.21875,.72148228,.61976755,128.55656,0,23.087877,2780.25,64322.063,23.087877,23.087877,23.087877,23.087877,23.087877,6,4,1,0,0,0,1,0,.4633022,4037.125,12555,.67845291,157,750,20.207138,34.401638,62.305931,16.042624,74.050003,17.879999,46.950001,2.1008527
627,86.478004,86.478004,259.60895,27.75,153.61501,.62349606,.93299043,132.03674,0,30.624863,3027.0625,92666.438,30.624863,30.624863,30.624863,30.624863,30.624863,6,4,1,0,0,0,1,0,.25035986,6855.625,14590.625,.53014535,226,725,28.094419,33.552937,60.251881,16.291317,97.338753,57.810001,51.206249,1.2193818
633,85.647316,143.21684,143.21684,28.642857,223.28357,.58762127,.9991675,119.10526,0,20.447256,7042.7856,141246.64,20.447256,20.447256,20.447256,20.447256,20.447256,12,4,1,0,0,0,1,0,.45123741,42114.715,66716.141,.36875182,1188,87,222.72157,58.454578,79.635483,21.641798,72.652855,76.082855,58.757141,3.7832041
634,91.138176,91.138176,88.295166,25.133333,259.59134,.54014808,.92830098,87.239723,1,29.502327,30544.4,898289,29.502327,29.502327,29.502327,29.502327,29.502327,16,1,1,1,0,0,0,0,.23048173,119562,146535,.18409817,481,1005,27.782368,14.355656,42.365898,9.3323746,82.884003,65.528,76.741997,15.2628
638,112.29594,139.43472,210.32349,22.5625,884.0069,.5979985,.96998823,139.47209,0,15.046022,784.1875,11795.5,15.046022,15.046022,15.046022,15.046022,15.046022,5,4,1,0,0,0,1,0,.33944109,2523.375,8709.875,.71028364,406,2265,91.768883,55.035248,81.64653,23.072918,28.032499,28.355,28.355,2.1151466
642,103.29121,108.08614,198.92943,13.6875,462.78125,.55547541,1,108.00436,0,17.446085,849.5625,14818.25,17.446085,17.446085,17.446085,17.446085,17.446085,5,4,1,0,0,0,1,0,.18658343,1843.875,11451.5,.83898759,392,1637,72.689529,55.159019,80.326942,26.83135,59.372501,15.07,19.690001,1.010577
645,59.724571,59.724571,305.89551,19.307692,328.74155,.63137621,1,150.93184,0,20.139805,1444.9231,29108,20.139805,20.139805,20.139805,20.139805,20.139805,5,4,1,0,0,0,1,0,.23919292,5779.6152,17496.154,.6696673,255,1615,33.657269,45.356281,75.440819,17.540573,52.954617,32.548462,29.123846,.93520963
648,45.65007,45.65007,273.29312,23.5,396.03125,.2224873,.97976184,113.4939,0,18.424448,5106.25,94097.25,18.424448,18.424448,18.424448,18.424448,18.424448,4,4,1,0,0,0,1,0,.17235115,34396,61489.375,.44066462,35,1763,14.80122,11.636054,26.383039,10.099301,73.037498,98.802498,71.808746,13.40664
649,43.881577,43.881577,510.64188,23.923077,149.75539,.69778001,.86885357,135.05925,0,31.542837,30025.461,946322.94,31.542837,31.542837,31.542837,31.542837,31.542837,,4,,0,0,0,1,0,.29141891,99207,115440.77,.14062372,873,969,72.232391,11.555303,31.356291,10.007214,74.321541,57.44154,50.772308,13.223974
651,21.90873,21.90873,311.8197,23.125,369.65625,.53429621,1,124.1648,0,21.09341,2388.6875,50388.938,21.09341,21.09341,21.09341,21.09341,21.09341,4,4,1,0,0,0,1,0,.18517449,8407.25,12165.375,.30888668,195,1967,58.189022,27.062164,58.443901,12.938058,44.035,45.96875,44.035,1.2637444
652,42.39069,42.39069,174.67896,24.333334,315.548,.5121327,1,40.361134,0,23.544415,1249.3334,29431.732,23.544415,23.544415,23.544415,23.544415,23.544415,4,4,1,0,0,0,1,0,.18550603,2870,6926.6001,.58563364,436,950,106.98154,35.421688,61.392239,14.163217,46.262001,37.681332,32.937332,1.1754466
656,158.30032,158.30032,288.96893,21.166666,149.16833,.65074778,1,205.0919,0,29.597639,2137.8333,62972.082,29.597639,29.597639,29.597639,29.597639,29.597639,4,4,1,0,0,0,1,0,.27617675,8908.5,23425,.61969858,1905,450,112.31251,66.489319,81.143288,24.994585,44.424999,40.619999,40.834999,1.2005996
659,22.213434,22.213434,366.10214,17.125,357.715,.3283481,.86841565,125.68433,1,32.365139,3932.25,125064.75,32.365139,32.365139,32.365139,30.366737,32.365139,16,4,1,0,0,0,1,0,.16339828,13089.5,27724,.52786398,207,1564,50.420475,24.072632,62.08979,13.928368,100,49.084999,71,.9606477
669,24.724737,24.724737,382.66425,16,106.00667,.63913906,.94503719,52.55772,0,28.153261,541.81818,15259.091,28.153261,28.153261,28.153261,28.153261,28.153261,13,2,1,0,1,0,0,0,.16228989,2816.8181,12083.728,.76689261,277,180,12.48982,26.24395,59.1991,11.693983,13.974545,7.2318182,4.701818,.67492115
673,30.948198,30.948198,544.64703,24.25,160.78563,.42907062,1,120.79552,0,38.131393,642,24480.875,38.131393,38.131393,38.131393,38.131393,38.131393,44,1,1,1,0,0,0,0,.42128018,242972.63,302975,.198044,1044,1000,38.541595,12.748904,29.822639,8.7476749,99.778748,99.776253,99.778748,46.641869
677,6.3350263,6.3350263,399.85568,24.692308,187.10307,.45014271,.97357976,40.220352,0,23.142891,883.53845,20434,23.142891,23.142891,23.142891,23.142891,23.142891,18,3,1,0,0,1,0,0,.20230308,4099.769,10645.538,.614887,216,1600,36.396881,27.102352,57.452221,11.559688,36.682308,15.956923,15.821539,.7179426
678,10.219514,10.219514,295.15054,12.5,85.525711,.49818051,1,176.90265,1,20.053093,288,5772,20.053093,20.053093,20.053093,20.053093,20.053093,15,2,1,0,1,0,0,0,.16995127,957,3868.5,.75260925,302,1300,107.98958,44.050697,78.685982,18.588564,97.352501,10.565,47.900002,1.1031476
685,40.714245,40.714245,235.33478,12.636364,87.785454,.3903468,1,158.5052,1,33.152264,1142.8182,37866.727,33.152264,33.152264,33.152264,32.27951,33.152264,17,2,1,0,1,0,0,0,.063683845,3616.2727,10211.182,.64584219,168,2750,171.33495,44.453358,61.391239,16.826719,99.968185,56.986362,56.839092,.77251559
686,84.239487,151.3502,176.56406,27.076923,598.98462,0,1,150.86153,0,13.900761,1117.5385,15565.385,13.900761,13.900761,13.900761,13.900761,13.900761,3,4,1,0,0,0,1,0,.27742234,8499.9229,37038.461,.77051979,1996,85,153.96222,66.80632,88.702682,21.107168,80.662308,80.662308,80.639229,1.4240942
688,53.315723,53.315723,638.26007,10.6875,157.09,.72686136,.84374952,73.619705,0,19.637899,1461.1875,28696,19.637899,19.637899,19.637899,19.637899,19.637899,17,1,1,1,0,0,0,0,.15446448,4267,32035.75,.86680555,582,2522,82.949974,50.286346,77.739822,25.470156,13.57125,12.7925,13.64375,.61158639
689,111.67242,3.9554913,3.9554913,28.200001,122.024,.44062105,.99998975,3.3590794,1,22.769243,20699,471254.53,22.769243,22.769243,22.769243,22.769243,22.769243,3,4,1,0,0,0,1,0,.39266863,112778.6,119683.4,.05769366,108,10,18.328873,31.844101,62.497169,14.189623,49.445999,41.195999,45.633999,4.4448061
692,21.303238,21.303238,231.59526,23,362.40332,.61844045,.99464715,60.735271,1,38.192829,186.66667,7124,38.192829,38.192829,38.192829,30.836775,38.192829,16,2,0,0,1,0,0,0,,1311.6666,10583.667,.87606663,165,1000,142.21696,46.719456,83.515007,17.836592,32.553333,27.483334,27.483334,.52001238
693,28.325298,28.325298,334.50974,12.533334,247.88533,.64261615,1,83.718155,1,22.096785,1904.7333,42103.734,22.096785,22.096785,22.096785,22.096785,22.096785,16,4,1,0,0,0,1,0,.17488699,6609.2002,11553.2,.42789373,157,1910,63.246174,20.336647,58.892818,15.983788,37.009998,37.009998,37.009998,.56661636
700,63.345139,63.345139,355.96457,10.857142,195.49713,.59651369,1,94.364067,0,30.051422,535.28571,16073.143,30.051422,30.051422,30.051422,30.051422,30.051422,12,2,1,0,1,0,0,0,.18984193,878.85712,6256.2856,.8595221,117,1867,26.323868,32.151379,66.274551,13.270969,54.66,47.549999,11.48,.72796535
701,17.666538,17.666538,196.09645,12.642858,130.04428,.042924706,1,171.7859,1,20.179552,275.07144,5545.9287,20.179552,20.179552,20.179552,20.179552,20.179552,15,2,1,0,1,0,0,0,.097011529,639.64288,4077.2856,.84309137,117,3050,124.44279,74.004005,81.215218,22.578835,43.549999,16.219999,16.219999,.67881888
710,493.6492,493.6492,796.48627,26.071428,514.53143,.36732742,1,587.8631,0,38.668522,1075.2142,41651.43,38.668522,38.668522,38.668522,38.668522,38.668522,6,2,1,0,1,0,0,0,.24377424,15832,31351.572,.49503657,16455,180,491.12817,51.77953,75.307541,34.096119,84.825714,84.995712,78.03714,1.734022
719,26.891315,26.891315,266.37982,12.454545,101.55273,.57584733,.98866731,163.71754,1,20.972836,409.63635,8590,20.972836,20.972836,20.972836,20.972836,20.972836,12,2,1,0,1,0,0,0,.069879502,1060.4546,4616.4546,.77026737,255,1875,139.32385,38.078079,67.847847,23.835447,79.668182,10.366364,10.366364,.77608687
722,65.237801,65.237801,191.52802,18.384615,339.09076,.53351533,1,123.3247,1,23.352785,224.15384,5237.769,23.352785,23.352785,23.352785,23.352785,23.352785,16,2,1,0,1,0,0,0,.13634026,392.30768,5046.769,.92226583,519,1900,130.38071,53.657902,80.942459,23.661863,15.245384,73.849228,73.849228,.64496481
748,34.448364,34.448364,212.39438,16.666666,185.58167,.16056186,1,114.10836,1,14.801987,192.08333,2843.3333,14.801987,14.801987,14.801987,14.801987,14.801987,18,2,0,0,1,0,0,0,.47043926,368,2703.6667,.86387956,88,2425,163.50459,60.348877,82.623283,18.24481,68.970001,68.970001,68.970001,.63437021
750,83.200401,83.200401,118.19332,26.5,169.09375,.12215546,1,81.714622,1,14.368649,636.8125,9159.3125,14.368649,14.368649,14.368649,14.368649,14.368649,28,3,0,0,0,1,0,0,.3690204,2618.125,7255,.63912028,134,1336,57.683361,30.989958,50.014351,13.455918,62.342499,23.852501,23.876249,.99580592
