wss,dist_border_1,dist_border_2,dist_border_3,temperature,rainfall,hhi,n_sub,dist_mag_km,treated_1,cons_po,users_fix,cons_fix,cons_pf,cons_phcut1,cons_phcut5,cons_phcut10,cons_ph,year_start,type_org,loc_org,typeorg1,typeorg2,typeorg3,typeorg4,typeorg5,bill_ph,pobl_urb,pobl_tot,indrural,areaoficialkm2,altura,dismdo,nbi,IPM,TMI,tacued,taseo,talcan,y_corr_usd
1,43.045509,43.045509,356.53262,17.6875,247.93625,.66430378,.91946882,83.423485,1,28.441555,10885.875,306342.81,28.441555,28.441555,28.441555,28.441555,28.441555,16,1,1,1,0,0,0,0,.29139066,45573.75,55368.375,.17693515,480,1920,34.119232,12.499472,42.410931,9.6563215,73.952499,73.952499,73.952499,3.2992458
3,32.865955,32.865955,171.93388,17.866667,42.670666,.50311488,1,150.37601,1,27.405909,1707.7333,46849.867,27.405909,27.405909,27.405909,27.405909,27.405909,25,1,1,1,0,0,0,0,.14905606,5290.3999,7433.5332,.28809002,111,1950,104.91678,40.111248,48.233791,14.565692,39.912666,28.892666,28.872667,.75868767
4,24.647881,24.647881,279.16122,18.357143,343.31427,.60705209,1,97.657562,0,18.34214,689.28571,12640.643,18.34214,18.34214,18.34214,18.34214,18.34214,18,2,1,0,1,0,0,0,.098227784,2010.0714,6314.6431,.68159747,84,2350,42.719296,33.974274,62.247799,15.521106,37.205715,21.991428,22.357143,.7228511
8,119.28281,4.7688231,4.7688231,28.1875,129.43875,.77195311,.76774311,4.1434903,1,31.352409,243400.69,7630772.5,31.352409,31.352409,31.352409,31.352409,31.352409,22,4,1,0,0,0,1,0,.50851756,1209305.5,1213518.3,.0034715361,166,30,0,17.718191,37.200069,12.999275,78.908752,78.702499,75.296249,252.47305
10,106.73782,15.232222,15.232222,28.1875,126.37375,.5290398,.90339351,15.034963,1,22.329655,7073.125,158088.25,22.329655,22.329655,22.329655,22.329655,22.329655,12,4,1,0,0,0,1,0,.50107342,37798.375,41708.125,.093752109,98,87,13.787676,39.193043,78.304749,19.902651,50.240002,49.634998,31.876249,4.4898925
11,91.092087,32.431702,32.431702,28.5,155.0275,.66925526,.88876516,32.523666,1,26.487453,3409.125,90654.375,26.487453,26.487453,26.487453,26.487453,26.487453,6,4,1,0,0,0,1,0,.57062536,11160.625,16609.25,.32808164,176,49,32.703518,30.953009,68.767662,18.467421,23.5,14.99625,0,.82511973
16,111.76491,14.05776,14.05776,28.533333,99.345718,.77837753,.75462443,14.529316,1,36.112312,9310.5332,336474,36.112312,36.112312,36.112312,36.112312,36.112312,17,4,1,0,0,0,1,0,.50019562,22334.334,27203.133,.1789636,73,12,5.7517738,24.740147,42.337929,13.968201,80.206665,79.384003,59.675999,9.7366657
20,115.29565,4.2837005,4.2837005,28.1875,126.37375,.55723369,1,3.9107409,1,23.914682,108339.5,2592503.5,23.914682,23.914682,23.914682,23.914682,23.914682,12,4,1,0,0,0,1,0,.50244778,600529.5,601132.5,.001003921,67,7,13.967104,24.068085,45.41386,13.467372,97.447502,53.422501,70.665001,19.750843
22,87.250847,27.353853,27.353853,28.5,103.11858,.54686326,1,27.048485,1,20.454802,1437.9375,29449.938,20.454802,20.454802,20.454802,20.454802,20.454802,6,4,1,0,0,0,1,0,.57235771,8349.125,9344.125,.10648141,103,123,32.72715,43.279793,78.340279,16.315372,52.001251,50.296249,0,.49865341
23,7.8132095,7.8132095,329.64722,18.181818,349.69818,.63843483,1,125.06723,0,18.405458,819.18182,15094.818,18.405458,18.405458,18.405458,18.405458,18.405458,19,3,0,0,0,1,0,0,.19560182,7184.5454,13842.363,.48096341,227,1805,80.22525,24.280588,57.018219,13.11412,51.249092,51.249092,51.249092,.83962423
24,31.597595,31.597595,264.54468,15.1875,275.36252,.47681415,.99647295,80.226471,0,22.890684,3465.5625,79296.688,22.890684,22.890684,22.890684,22.890684,22.890684,13,4,1,0,0,0,1,0,.27908459,10623.25,19024.625,.44161564,200,2473,49.469429,18.398497,48.571602,12.53212,90.652496,55.276249,54.34,1.6824615
25,6.4593506,6.4593506,259.70737,14.6,116.34267,.51098186,1,128.00946,1,26.155565,727,19004.801,26.155565,26.155565,26.155565,26.155565,26.155565,17,3,1,0,0,1,0,0,.076684199,2563.5334,6310.5332,.59364998,80,2389,122.59209,32.112553,63.725101,14.316452,71.14933,22.862667,39.080666,.56210738
28,27.894178,27.894178,356.90265,17.266666,286.63733,.65703726,.93115097,116.20851,1,19.80809,5649.5332,111946.6,19.80809,19.80809,19.80809,19.80809,19.80809,38,4,1,0,0,0,1,0,.31229079,21304.867,33912.801,.37176105,228,1768,49.845825,19.075853,63.808929,8.4390268,66.966171,51.118668,57.66209,1.8003196
29,17.970957,17.970957,379.81943,25.25,775.49622,.64944983,.99701107,113.28231,1,19.432444,1341.6875,26086.688,19.432444,19.432444,19.432444,19.432444,19.432444,38,4,1,0,0,0,1,0,.45225307,5037.125,10949.625,.53994513,121,1631,28.812826,28.776215,65.994164,14.002453,95.1325,40.321251,31.627501,.77695048
30,32.326492,32.326492,368.03476,18.384615,314.17847,.7089411,.83250481,92.023079,1,30.228373,10556.077,319080.47,30.228373,30.228373,30.228373,30.228373,30.228373,38,4,1,0,0,0,1,0,.18270461,45806.848,51712,.11418293,114,1382,26.708059,18.580362,42.373211,15.394462,98.629173,76.285385,84.978447,4.8310566
31,23.919733,23.919733,336.77985,12.5625,236.395,.64313281,1,91.651482,1,16.011822,1268.1875,20311.063,16.011822,16.011822,16.011822,16.011822,16.011822,38,4,1,0,0,0,1,0,.26972252,4163.625,11178.75,.62749016,215,1550,60.554165,26.572281,72.719933,17.056171,100,39.57,31.26,.6060313
34,4.5495548,4.5495548,323.84265,18.200001,322.116,.39278984,1,98.205986,1,38.329464,662.29999,25385.5,38.329464,38.329464,38.329464,37.452129,38.329464,7,4,1,0,0,0,1,0,.1723309,1096.2,9022.5996,.87849665,41,1050,82.102493,35.985268,64.395332,19.04583,78.240997,35.102001,15.848,.78881854
36,14.608448,14.608448,319.3071,12.5625,253.4075,.43870687,1,58.108551,1,10.624587,317.375,3366.5,10.624587,10.624587,10.624587,10.624587,10.624587,38,4,1,0,0,0,1,0,.71523392,1258.75,3412,.63107353,374,2825,69.078056,21.428572,56.353378,15.159807,39.610001,39.610001,39.610001,.27889705
38,35.50243,35.50243,365.68668,18.384615,266.77078,.67689341,.73090202,94.680412,1,24.040337,2578.6155,61898.539,24.040337,24.040337,24.040337,24.040337,24.040337,38,4,1,0,0,0,1,0,.32057363,6678.769,17798.924,.62476069,119,1636,33.429264,25.852617,63.1968,14.467357,100,100,53.700001,1.7466589
39,10.394278,10.394278,335.35138,17.266666,337.75198,.57103896,.99852097,108.30825,1,21.135181,4746.3335,100310.27,21.135181,21.135181,21.135181,21.135181,21.135181,38,4,1,0,0,0,1,0,.22625497,18668.4,60847.133,.69320524,422,1783,72.380371,23.819216,55.25502,12.936813,59.290668,59.293999,58.890667,2.314194
40,32.260971,32.260971,362.34079,17.266666,250.85201,.63361996,.92163968,114.56998,1,16.347748,1611.7333,26376.867,16.347748,16.347748,16.347748,16.347748,16.347748,38,4,1,0,0,0,1,0,.44286275,4553.9331,9684.8662,.52972853,101,1743,37.829964,24.606298,70.915352,16.809513,52.213333,48.687332,46.176666,.51796538
41,15.348224,15.348224,322.3121,12.5625,217.65625,.6393916,.99461228,84.423317,1,16.766182,3110.5625,52155.188,16.766182,16.766182,16.766182,16.766182,16.766182,38,4,1,0,0,0,1,0,.31337985,10126.625,16924.375,.40161037,411,1775,76.657486,18.846367,55.820541,10.814537,56.821251,44.450001,42.998749,.88440263
43,26.752684,26.752684,371.22018,19.888889,250.70445,.68029261,.69470227,114.82486,1,16.640228,709.11108,11886.223,16.640228,16.640228,16.640228,16.640228,16.640228,38,4,1,0,0,0,1,0,.56470573,1805.1111,7587.7778,.76210344,61,1460,36.940926,25.232697,71.856491,18.599514,83.89222,16.194445,15.814445,.4828673
44,8.4958677,8.4958677,329.75537,18.181818,387.39816,.5153482,.98686397,102.90333,1,25.077515,4067.6365,101960.73,25.077515,25.077515,25.077515,25.077515,25.077515,38,4,1,0,0,0,1,0,.19460185,12821.272,26509.637,.5163573,124,1183,77.81234,24.298281,55.891529,18.754969,95.75,45.98,39.189999,1.1953485
46,20.432604,20.432604,378.11334,19.888889,279.16223,.72521991,.88577968,122.49454,1,26.829288,3392.5557,90996.555,26.829288,26.829288,26.829288,26.829288,26.829288,38,4,1,0,0,0,1,0,.27762723,10314.667,12513.667,.1757246,122,988,33.891083,20.824879,60.180988,15.909092,92.396667,87.720001,81.052223,.85822976
49,3.8118749,3.8118749,294.67056,12.3125,276.16501,.62790406,.99414462,136.722,1,23.391199,3018.0625,70600.938,23.391199,23.391199,23.391199,23.391199,23.391199,18,2,1,0,1,0,0,0,.13344784,7181.125,9661.5,.25670952,37,1840,103.05453,25.955204,42.647209,11.409632,41.009998,40.599998,30.059999,1.1085231
51,53.799335,53.799335,210.58774,15.266666,127.68134,.67484021,.88393611,157.95804,1,22.114447,29254.732,645969.19,22.114447,22.114447,22.114447,22.114447,22.114447,38,4,1,0,0,0,1,0,.2514942,101916.73,112275.6,.092268102,229,2530,138.17659,8.9932394,27.51923,10.04663,90.029999,73.944664,74.854668,11.174306
52,17.49184,17.49184,247.22154,14.454545,86.490906,.064536095,.99897468,190.82054,1,32.919594,1617.5454,53222.637,32.919594,32.919594,32.919594,32.919594,32.919594,9,2,1,0,1,0,0,0,.12933579,6304.5454,15380.272,.59005243,876,3046,167.29659,42.762993,66.973389,19.765137,22.136364,20.917273,20.52,1.1105261
55,82.887009,82.887009,226.55544,22.375,331.38876,.41526169,.99970031,85.915459,0,25.394747,5433,137958.44,25.394747,25.394747,25.394747,25.394747,25.394747,17,1,1,1,0,0,0,0,.30928528,22625.75,49373,.54175252,208,1301,40.017323,21.728737,46.995338,12.56982,99.922501,35.8325,34.48,4.6911969
56,66.349403,66.349403,252.8811,22.9375,222.97751,.65601051,.94606847,106.85612,0,26.176979,100890.19,2641179.3,26.176979,26.176979,26.176979,26.176979,26.176979,41,1,1,1,0,0,0,0,.34955397,440911,448288,.016474051,151,1495,11.407896,10.58263,31.30764,8.6775608,100,100,100,35.641018
57,39.813438,39.813438,277.11316,18.3125,384.47876,.48746252,.99948227,112.81825,0,28.189667,13701.625,385735.13,28.189667,28.189667,28.189667,28.189667,28.189667,17,1,1,1,0,0,0,0,.37136197,60589.75,77033.25,.21347195,152,1750,24.818962,13.015158,28.69157,8.7488222,72.89875,100,68.046249,5.7899289
58,69.688484,69.688484,246.87334,22.9375,297.92499,.53327644,.98152447,102.17622,0,25.710684,16794.563,431809.06,25.710684,25.710684,25.710684,25.710684,25.710684,24,1,1,1,0,0,0,0,.34904119,60553.5,69410.125,.12760617,71,1407,18.335855,9.7528915,28.961969,8.5867949,100,100,100,9.5450735
59,47.784214,47.784214,267.27737,23.5,247.77251,.73072135,.55986506,107.6825,0,28.378725,62363.875,1769266.5,28.378725,28.378725,28.378725,28.378725,28.378725,29,1,1,1,0,0,0,0,.34984356,210201,217995,.035770237,51,1550,15.925769,5.4303188,14.27179,6.2405462,91.548752,89.737503,90.578751,75.108574
60,73.044861,73.044861,240.47139,22.375,297.92499,.32967862,.97345525,96.357811,0,28.412746,7349.9375,208833.88,28.412746,28.412746,28.412746,28.412746,28.412746,21,1,1,1,0,0,0,0,.35007372,31784.625,53162.75,.40213728,79,1351,23.122578,15.433221,36.627491,8.4435234,97.02375,80.747498,54.412498,8.5679293
61,48.825489,48.825489,268.98947,23.5,247.77251,.56747144,.95201045,110.88582,0,26.404963,68858.125,1818242.9,26.404963,26.404963,26.404963,26.404963,26.404963,36,1,1,1,0,0,0,0,.34955236,242441.13,265150.25,.085650899,17,1569,11.876401,8.7910795,23.141001,7.0318179,96.110001,95.483749,93.610001,61.325005
62,45.65007,45.65007,273.29312,23.5,396.03125,.58851624,.84426224,113.4939,0,26.81579,9094.4375,243886.81,26.81579,26.81579,26.81579,26.81579,26.81579,30,1,1,1,0,0,0,0,.35014391,34396,61489.375,.44066462,35,1763,14.80122,11.636054,26.383039,10.099301,73.037498,98.802498,71.808746,13.40664
63,46.246277,46.246277,270.97751,23.5,247.77251,.53394955,.73297954,111.13592,0,24.653036,18389.5,452418.81,24.653036,24.653036,24.653036,24.653036,24.653036,30,1,1,1,0,0,0,0,.35014531,40858.375,51241.625,.20263705,15,1600,16.280666,6.8381548,18.091141,9.907443,99.527496,99.696251,98.751251,26.024317
64,93.853416,107.83535,190.33063,19.4,501.72,.34451342,.98750246,107.76118,0,21.39929,672.20001,14391.6,21.39929,21.39929,21.39929,21.39929,21.39929,8,2,1,0,1,0,0,0,.17922923,2842.6001,9173,.69010466,202,1700,94.00106,100,78.060318,17.96892,96.666,70.935997,88.223999,.87121177
75,62.11552,62.11552,247.61067,17.4375,297.92499,.43275756,.99124783,93.657959,0,21.530603,5089.3125,109497,21.530603,21.530603,21.530603,21.530603,21.530603,16,1,1,1,0,0,0,0,.35689211,17249.25,47054.5,.6334427,153,2150,23.405863,17.725445,41.209789,11.941703,69.6325,30.66625,25.88125,7.3257718
77,129.59424,129.59424,283.56534,21.0625,423.58398,.67498982,.92987329,181.90964,0,13.65091,2719.9375,36886.625,13.65091,13.65091,13.65091,13.65091,13.65091,18,1,1,1,0,0,0,0,.39654511,7014.875,16899.125,.58486181,1278,1317,86.91658,44.366356,65.815536,19.917601,87.847504,78.672501,78.672501,.8473044
78,61.485008,61.485008,233.32487,18.866667,391.71066,.31210777,.99091828,67.472031,0,17.501551,3588.2666,62893.266,17.501551,17.501551,17.501551,17.501551,17.501551,12,1,1,1,0,0,0,0,.23159069,9098.4004,15927.4,.42874831,145,1900,44.563866,21.529125,56.104481,12.602693,33.214001,24.674,24.674,1.3645085
80,96.655891,96.655891,246.1059,27.75,298.535,.31362343,1,127.06027,0,26.893185,531.8125,14296.875,26.893185,26.893185,26.893185,26.893185,26.893185,16,4,1,0,0,0,1,0,.11441596,1906.375,6712.125,.71598679,279,2520,38.483913,29.049467,67.200127,18.76552,53.486252,32.4575,28.987499,.60853779
86,82.935432,82.935432,664.70673,19.875,318.22626,.75232613,.80086696,56.919048,0,26.782015,67091.75,1795207,26.782015,26.782015,26.782015,26.782015,26.782015,58,4,1,0,0,0,1,0,.20908947,245374,275428.13,.10912354,464,1738,101.90792,18.073664,41.048851,10.768646,100,100,100,24.18527
87,34.793243,34.793243,598.73444,24.6875,234.8425,.65386015,.9439739,106.76618,0,28.890394,1401.8125,40525.188,28.890394,28.890394,28.890394,28.890394,28.890394,22,1,1,1,0,0,0,0,.14526214,4554.25,17610.375,.74138999,302,1100,43.090229,48.937752,74.023987,24.141575,53.541248,11.97875,14.09125,3.0987165
89,34.793243,34.793243,598.73444,24.666666,246.79832,.25544196,1,106.76618,0,35.719814,99.416664,3550.1667,35.719814,35.719814,35.719814,35.719814,35.719814,16,4,1,0,0,0,1,0,,4561.4165,17618.334,.74109936,302,1100,43.090229,48.937752,74.023987,23.842155,53.255001,11.191667,13.119166,3.1432509
91,36.520622,36.520622,581.0993,25.533333,232.97067,.65659279,.99947119,117.03683,0,34.906624,1880.4,65660.531,34.906624,34.906624,34.906624,34.906624,34.906624,16,4,1,0,0,0,1,0,.10864937,40179.332,45547.734,.1178636,92,968,18.968292,18.045404,52.23999,15.44164,68.35733,57.304001,61.301998,3.0986061
94,43.572964,43.572964,604.9599,24.6875,304.4675,.62669188,.99515116,113.81225,0,29.191088,12850.938,374438.19,29.191088,29.191088,29.191088,29.191088,29.191088,27,1,1,1,0,0,0,0,.13690585,51802.625,92292.625,.43876797,444,1076,41.008396,33.598583,62.568909,15.430928,46.92625,42.195,42.1875,4.6546736
96,192.85524,137.49298,96.831741,29.555555,277.4675,.52945739,.99932438,136.15155,1,2.0445893,8907.7773,18090.445,2.0445893,2.0445893,2.0445893,2.0445893,2.0445893,19,1,1,1,0,0,0,0,.93012917,38768.223,51278,.24394606,1739,132,206.08902,51.43758,73.066093,21.698748,30.59,19.395555,30.59,1.969144
97,125.04333,96.179924,96.179924,32.307693,155.25636,.53898728,1,95.780258,1,35.369617,5999.0771,212593.16,35.369617,35.369617,35.369617,35.369617,35.369617,20,1,1,1,0,0,0,0,.22405995,33259.152,36576.152,.090691991,578,180,160.59167,50.19558,77.669678,16.827923,65.417694,64.746155,65.175385,1.9962733
99,10.56551,10.56551,284.92435,15.1875,314.5925,.47889578,1,84.692337,0,12.924259,2628,33989.938,12.924259,12.924259,12.924259,12.924259,12.924259,13,1,1,1,0,0,0,0,.29597229,6640.625,19371.5,.65718412,497,2125,58.200874,33.85112,66.496872,12.878472,79.566254,76.543747,76.787498,1.1654691
101,66.098442,66.098442,237.80783,18.299999,441.189,.55016679,.99427801,81.922371,0,15.105141,1679.5,25377.4,15.105141,15.105141,15.105141,15.105141,15.105141,16,2,1,0,1,0,0,0,.19280964,7366.7998,17356,.57551003,246,1197,35.575138,29.922855,72.100319,14.49111,30.93,8.9440002,8.9440002,2.0730398
105,56.730194,56.730194,362.40775,10.857142,195.49713,.45754719,1,82.37912,0,26.850641,552.28571,14826.571,26.850641,26.850641,26.850641,26.850641,26.850641,17,2,1,0,1,0,0,0,.23877724,2517.1428,8399.8574,.70033503,130,2400,15.022866,30.337042,61.16061,13.473537,94.099998,27.4,27.75,1.4970917
106,56.730194,56.730194,362.40775,10.857142,195.49713,.14676958,1,82.37912,0,23.991808,450.71429,10809.714,23.991808,23.991808,23.991808,23.991808,23.991808,26,3,0,0,0,1,0,0,.13120311,2517.1428,8399.8574,.70033503,130,2400,15.022866,30.337042,61.16061,13.473537,94.099998,27.4,27.75,1.4970917
111,62.751976,62.751976,371.89362,10.666667,447.21664,.30685496,.99733174,92.977234,0,28.892458,510,14678,28.892458,28.892458,28.892458,28.892458,28.892458,14,2,1,0,1,0,0,0,.21446644,1873,7422,.74764216,115,2113,26.346043,38.923859,69.953217,17.968193,30.77,19.68,21.440001,.52549165
113,59.741093,59.741093,336.65173,13,95.188004,.57143456,.96727818,59.92881,0,40.610916,9600.2002,389667.41,40.610916,40.610916,40.610916,39.809986,40.610916,18,1,1,1,0,0,0,0,.57491314,69017,73682.797,.06332434,71,2113,38.060131,13.410738,24.59746,10.127615,80.613998,80.498001,79.660004,19.759449
120,53.693523,53.693523,382.08017,10.714286,474.78854,.42711523,1,85.57151,0,13.090689,284.28571,3719.2856,13.090689,13.090689,13.090689,13.090689,13.090689,17,2,1,0,1,0,0,0,.1622182,1097.7142,4026.4285,.72737831,427,2350,30.101496,46.748211,71.837708,17.573315,24.66,19.75,20.75,.43590769
123,52.86945,52.86945,336.27954,13.8,77.104004,.47576529,.9889546,53.050251,0,44.435139,8203,364500.41,44.435139,44.435139,44.435139,,44.435139,17,1,1,1,0,0,0,0,.59691954,65900.203,75809.602,.13071601,120,2094,43.895115,13.619563,21.90196,10.881849,77.643997,77.711998,72.926003,10.512375
125,.72308022,.72308022,411.06717,24.692308,221.37231,.13096167,1,35.986786,0,18.136894,296.61539,5379.9229,18.136894,18.136894,18.136894,18.136894,18.136894,16,2,1,0,1,0,0,0,.10892884,1082.6154,4054.4614,.73298538,112,1799,47.469707,25.04653,59.399101,13.41505,19.508461,15,11.58,.37079281
131,204.68721,245.55579,245.55579,27.625,282.86124,.60670996,.99893188,235.00029,0,18.550547,3241,60203.688,18.550547,18.550547,18.550547,18.550547,18.550547,17,4,0,0,0,0,1,0,.79157752,15048.25,60986.125,.75326067,1377,2,263.69098,77.803162,87.150452,32.826897,21.625,45.67625,21.625,1.861048
134,79.875977,82.040863,172.787,19.4,419.48001,.64042425,.99846077,81.883484,0,20.40394,3901.8999,79613.203,20.40394,20.40394,20.40394,20.40394,20.40394,17,4,1,0,0,0,1,0,.37489825,12066,21866.4,.44819734,1224,1550,105.13087,45.285488,68.392998,13.916065,48.116001,47.875999,52.762001,2.1403348
135,74.115898,98.273964,170.71669,19.4,462.991,.56498694,.99776745,98.239853,0,16.535982,1839.4,30403.301,16.535982,16.535982,16.535982,16.535982,16.535982,17,4,1,0,0,0,1,0,.54041815,6563.3999,16785.199,.60898799,1447,1535,117.60969,48.140068,74.283043,19.40955,37.23,37.23,37.23,1.1159861
140,123.74714,123.74714,235.07822,13.583333,367.98499,.26594085,.99859828,140.50552,0,18.291059,716.41669,13100.417,18.291059,18.291059,18.291059,18.291059,18.291059,17,4,1,0,0,0,1,0,.32240909,2179,3301.3333,.33995602,173,2580,59.930763,21.521881,53.559761,14.793663,71.918335,92.061668,57.826668,.59077871
142,101.51649,101.51649,224.61584,13.615385,346.29385,.36909825,.98236841,107.71834,0,24.256325,5436.0771,131829.31,24.256325,24.256325,24.256325,24.256325,24.256325,17,4,1,0,0,0,1,0,.35457939,18243.076,35167.23,.48127416,822,2587,46.409225,23.518986,59.440529,12.282276,55.145386,39.029999,43.030769,3.8081574
143,42.289879,42.289879,291.99725,19.200001,297.35733,.4406724,.96310675,128.78793,0,20.911209,1197.8,25007.334,20.911209,20.911209,20.911209,20.911209,20.911209,17,4,1,0,0,0,1,0,.36564454,7972.1333,14302.066,.44260576,144,1550,29.526943,27.783236,66.94883,13.480954,66.02533,45.714001,49.062,.8773489
144,29.760698,29.760698,294.69171,18.083334,423.23331,.65903205,.92947602,121.13063,0,25.619947,2720.5833,69658.586,25.619947,25.619947,25.619947,25.619947,25.619947,17,4,1,0,0,0,1,0,.36389741,6775.6665,13278,.48970395,143,1335,37.555485,26.014301,60.015049,12.897247,52.009998,40.603333,44.293335,1.2896214
147,31.700359,31.700359,326.93304,17.4375,378.65063,.64796889,.99717933,150.88821,0,27.5735,4259.875,117429.75,27.5735,27.5735,27.5735,27.5735,27.5735,17,4,1,0,0,0,1,0,.30001727,16210.375,27194,.40389237,285,1230,61.592682,29.977978,63.255772,12.355297,66.940002,64.699997,65.176247,1.9639385
148,7.8132095,7.8132095,329.64722,18.181818,381.64182,.60823673,.9917208,125.06723,0,20.180038,2629.9092,53064.91,20.180038,20.180038,20.180038,20.180038,20.180038,17,4,1,0,0,0,1,0,.34705409,7184.5454,13842.363,.48096341,227,1805,80.22525,24.280588,57.018219,13.11412,51.249092,51.249092,51.249092,.83962423
153,97.032104,97.032104,203.15869,22.9375,577.28125,.34848493,1,95.681808,0,16.928133,1226.75,20770.563,16.928133,16.928133,16.928133,16.928133,16.928133,15,2,1,0,1,0,0,0,.2821869,2940.375,3654.375,.19535725,168,1807,65.424599,17.418352,41.627789,13.87515,73.087502,68.928749,63.737499,.66742355
154,47.784214,47.784214,267.27737,23.533333,239.35666,.57839954,.68681031,107.6825,0,26.917435,1241,33407.398,26.917435,26.917435,26.917435,26.917435,26.917435,20,3,0,0,0,1,0,0,.33766055,210587.8,218375.8,.035678983,51,1550,15.925769,5.4303188,14.27179,6.2227645,91.970001,90.269997,90.938004,76.200478
167,22.858734,22.858734,292.35953,18.3125,394.66873,.63198042,.97199899,113.46782,0,19.577967,2543.625,49812.875,19.577967,19.577967,19.577967,19.577967,19.577967,17,4,1,0,0,0,1,0,.4943971,8582.375,21672.625,.60399127,250,1800,44.235523,24.51823,56.779331,13.013578,62.571251,32.971249,30.80875,1.672889
168,15.763453,15.763453,288.20865,25.875,345.79874,.62334287,.96892107,100.99389,0,19.140053,4880.125,93405.25,19.140053,19.140053,19.140053,19.140053,19.140053,17,4,1,0,0,0,1,0,.46561131,10349.375,22218.875,.53419882,188,1806,48.355293,28.458212,62.486309,13.195023,58.838749,58.654999,50.9175,1.2515346
170,77.879333,77.879333,648.12531,24.866667,154.01733,.65888816,.9566074,4.1706152,0,29.173811,10281.333,299078.13,29.173811,29.173811,29.173811,29.173811,29.173811,16,1,1,1,0,0,0,0,.18143614,41548.734,86516.734,.51976329,692,828,100.17046,30.930201,63.894249,15.748279,25.803333,23.640667,25.195999,3.3738143
171,47.784214,47.784214,267.27737,23.5,236.23563,.026742099,1,107.6825,0,28.624973,762,21808.938,28.624973,28.624973,28.624973,28.624973,28.624973,17,3,0,0,0,1,0,0,.19684632,210201,217995,.035770237,51,1550,15.925769,5.4303188,14.27179,6.2405462,91.548752,89.737503,90.578751,75.108574
175,64.507629,64.507629,188.73482,22.9375,484.41501,.42679694,1,63.591942,0,25.99288,2246.5625,58390.75,25.99288,25.99288,25.99288,25.99288,25.99288,16,1,1,1,0,0,0,0,.12904289,7118.625,23602.875,.69839495,952,1450,95.680618,40.628735,70.253418,15.116892,53.139999,29.959999,31.99,1.2940735
180,51.87965,51.87965,237.81927,18.933332,780.59869,.47507223,.99721903,63.200813,0,7.8769212,2519.7334,19849.666,7.8769212,7.8769212,7.8769212,7.8769212,7.8769212,16,1,1,1,0,0,0,0,.20630997,3673.8,9852.0664,.62710184,185,2050,60.450165,27.257149,61.50798,16.066063,49.697334,42.91,45.025333,.68901587
182,187.04221,67.818443,67.818443,29.0625,72.248123,.76696807,.74756622,68.459427,1,20.781647,82741,1717917.8,20.781647,20.781647,20.781647,20.781647,20.781647,,4,,0,0,0,1,0,.41865182,459190.63,477360.25,.038083173,2369,120,102.49187,29.028463,48.557751,12.132086,37.317501,0,33.376251,50.043228
186,43.882339,43.882339,244.87431,22.0625,723.6062,.59707224,1,63.626884,0,14.040819,2308.6875,32411.125,14.040819,14.040819,14.040819,14.040819,14.040819,17,1,1,1,0,0,0,0,.10365023,3965.25,14984.875,.73538291,221,1286,61.403378,36.230865,72.18087,15.212659,29.70125,28.97625,29.796249,1.0278323
192,236.57941,236.57941,822.12354,18.375,303.62875,.7241888,.8424018,111.96091,0,22.941788,67291.875,1542299.3,22.941788,22.941788,22.941788,22.941788,22.941788,40,4,1,0,0,0,1,0,.47466448,360910.38,435152.13,.17062569,1131,2527,270.65823,16.195297,42.01355,12.177327,53.560001,62.977501,36.578751,43.801739
206,47.784214,47.784214,267.27737,23.5,235.89917,.13652802,.99278373,107.6825,0,27.615927,139.5,3854.5,27.615927,27.615927,27.615927,27.615927,27.615927,16,3,0,0,0,1,0,0,.27248251,210413.17,218203.67,.035716113,51,1550,15.925769,5.4303188,14.27179,6.1964116,91.193336,89.501663,89.986664,74.230484
215,20.097549,20.097549,380.56332,22.375,775.49622,.62963486,.99106157,104.61473,1,27.3302,2783.0625,76061,27.3302,27.3302,27.3302,27.3302,27.3302,31,1,1,1,0,0,0,0,.16454841,13186.625,23130,.42990774,173,1950,23.822083,28.197727,61.518951,18.730732,64.597504,48.8675,48.8675,.74941838
216,106.12772,119.63553,203.12079,22.5625,500.40625,.25686905,1,119.59499,0,31.557495,842.6875,26574.813,31.557495,31.557495,31.557495,31.557495,31.557495,10,3,0,0,0,1,0,0,.14165203,30177.25,46372.625,.34924749,733,2265,82.977844,28.256433,52.407291,12.649448,90.411247,85.425003,95.709999,3.5332866
227,292.11169,292.11169,877.17255,18.307692,329.41846,.5440467,1,167.07452,0,28.423553,563.9231,16042.692,28.423553,28.423553,28.423553,28.423553,28.423553,20,1,1,1,0,0,0,0,.084625736,2142,12243.154,.82503706,288,2746,306.80615,42.604958,67.587692,16.785864,30.534615,7.1876922,7.4438462,.47818992
228,243.79951,243.79951,825.6059,18.375,303.62875,.54131883,.99867135,122.92028,0,24.896561,2434.3125,60506.563,24.896561,24.896561,24.896561,24.896561,24.896561,17,1,1,1,0,0,0,0,.20527746,11822,25658.875,.53926468,97,1817,252.36331,42.317123,65.957268,15.682999,82.894997,29.375,57.535,.69988167
240,5.2136202,5.2136202,434.55005,22.8125,316.21875,.36987847,1,94.838203,1,23.892044,342.5625,8194.125,23.892044,23.892044,23.892044,23.892044,23.892044,25,4,1,0,0,0,1,0,.45197716,1191,2856,.58296746,39,1450,13.315142,22.445429,57.150311,11.027392,43.921249,49.46125,40.682499,.34262583
